"";"RhoReference";"q10";"q5";"q1"
"1";-0.9;0.0337423531173462;0.0464120419388949;0.0721821527167287
"2";-0.7;0.0339237849023321;0.0428009742827314;0.0548637616836971
"3";-0.5;0.0360947450454972;0.0425956994353666;0.0624705751041134
"4";-0.3;0.0400081854108251;0.0478725906700746;0.0609038077867108
"5";0;0.0493732850031466;0.0606622332076656;0.0798819545500166
"6";0.3;0.0634735921618055;0.0793771493709236;0.107150615292496
"7";0.5;0.0813663428622457;0.101294701579473;0.129745996627229
"8";0.7;0.13394762751653;0.161444650159253;0.203207134254987
"9";0.9;0.194346244833802;0.236477481576807;0.344371888082862
